codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_febre_amarela
311660,Cláudio,2017,10,2017-10-01,0
311660,Cláudio,2017,11,2017-11-01,0
311660,Cláudio,2017,12,2017-12-01,0
311680,Coluna,2017,1,2017-1-01,2
311680,Coluna,2017,2,2017-2-01,0
311680,Coluna,2017,3,2017-3-01,0
311680,Coluna,2017,4,2017-4-01,0
311680,Coluna,2017,5,2017-5-01,0
311680,Coluna,2017,6,2017-6-01,0
311680,Coluna,2017,7,2017-7-01,0
311680,Coluna,2017,8,2017-8-01,0
311680,Coluna,2017,9,2017-9-01,0
311680,Coluna,2017,10,2017-10-01,0
311680,Coluna,2017,11,2017-11-01,0
311680,Coluna,2017,12,2017-12-01,0
311700,Comercinho,2017,1,2017-1-01,0
311700,Comercinho,2017,2,2017-2-01,0
311700,Comercinho,2017,3,2017-3-01,1
311700,Comercinho,2017,4,2017-4-01,0
311700,Comercinho,2017,5,2017-5-01,0
311700,Comercinho,2017,6,2017-6-01,0
311700,Comercinho,2017,7,2017-7-01,0
311700,Comercinho,2017,8,2017-8-01,0
311700,Comercinho,2017,9,2017-9-01,0
311700,Comercinho,2017,10,2017-10-01,0
311700,Comercinho,2017,11,2017-11-01,0
311700,Comercinho,2017,12,2017-12-01,0
311740,Conceição de Ipanema,2017,1,2017-1-01,3
311740,Conceição de Ipanema,2017,2,2017-2-01,1
311740,Conceição de Ipanema,2017,3,2017-3-01,0
311740,Conceição de Ipanema,2017,4,2017-4-01,0
311740,Conceição de Ipanema,2017,5,2017-5-01,0
311740,Conceição de Ipanema,2017,6,2017-6-01,0
311740,Conceição de Ipanema,2017,7,2017-7-01,0
311740,Conceição de Ipanema,2017,8,2017-8-01,0
311740,Conceição de Ipanema,2017,9,2017-9-01,0
311740,Conceição de Ipanema,2017,10,2017-10-01,0
311740,Conceição de Ipanema,2017,11,2017-11-01,0
311740,Conceição de Ipanema,2017,12,2017-12-01,0
311750,Conceição do Mato Dentro,2017,1,2017-1-01,1
311750,Conceição do Mato Dentro,2017,2,2017-2-01,0
311750,Conceição do Mato Dentro,2017,3,2017-3-01,0
311750,Conceição do Mato Dentro,2017,4,2017-4-01,0
311750,Conceição do Mato Dentro,2017,5,2017-5-01,0
311750,Conceição do Mato Dentro,2017,6,2017-6-01,0
311750,Conceição do Mato Dentro,2017,7,2017-7-01,0
311750,Conceição do Mato Dentro,2017,8,2017-8-01,0
311750,Conceição do Mato Dentro,2017,9,2017-9-01,0
311750,Conceição do Mato Dentro,2017,10,2017-10-01,0
311750,Conceição do Mato Dentro,2017,11,2017-11-01,0
311750,Conceição do Mato Dentro,2017,12,2017-12-01,0
311780,Conceição dos Ouros,2017,1,2017-1-01,0
311780,Conceição dos Ouros,2017,2,2017-2-01,0
311780,Conceição dos Ouros,2017,3,2017-3-01,0
311780,Conceição dos Ouros,2017,4,2017-4-01,0
311780,Conceição dos Ouros,2017,5,2017-5-01,0
311780,Conceição dos Ouros,2017,6,2017-6-01,0
311780,Conceição dos Ouros,2017,7,2017-7-01,0
311780,Conceição dos Ouros,2017,8,2017-8-01,0
311780,Conceição dos Ouros,2017,9,2017-9-01,1
311780,Conceição dos Ouros,2017,10,2017-10-01,0
311780,Conceição dos Ouros,2017,11,2017-11-01,0
311780,Conceição dos Ouros,2017,12,2017-12-01,0
311800,Congonhas,2017,1,2017-1-01,0
311800,Congonhas,2017,2,2017-2-01,1
311800,Congonhas,2017,3,2017-3-01,0
311800,Congonhas,2017,4,2017-4-01,0
311800,Congonhas,2017,5,2017-5-01,0
311800,Congonhas,2017,6,2017-6-01,0
311800,Congonhas,2017,7,2017-7-01,0
311800,Congonhas,2017,8,2017-8-01,0
311800,Congonhas,2017,9,2017-9-01,0
311800,Congonhas,2017,10,2017-10-01,0
311800,Congonhas,2017,11,2017-11-01,0
311800,Congonhas,2017,12,2017-12-01,0
311830,Conselheiro Lafaiete,2017,1,2017-1-01,1
311830,Conselheiro Lafaiete,2017,2,2017-2-01,0
311830,Conselheiro Lafaiete,2017,3,2017-3-01,0
311830,Conselheiro Lafaiete,2017,4,2017-4-01,0
311830,Conselheiro Lafaiete,2017,5,2017-5-01,0
311830,Conselheiro Lafaiete,2017,6,2017-6-01,0
311830,Conselheiro Lafaiete,2017,7,2017-7-01,0
311830,Conselheiro Lafaiete,2017,8,2017-8-01,0
311830,Conselheiro Lafaiete,2017,9,2017-9-01,0
311830,Conselheiro Lafaiete,2017,10,2017-10-01,0
311830,Conselheiro Lafaiete,2017,11,2017-11-01,0
311830,Conselheiro Lafaiete,2017,12,2017-12-01,0
311840,Conselheiro Pena,2017,1,2017-1-01,1
311840,Conselheiro Pena,2017,2,2017-2-01,2
311840,Conselheiro Pena,2017,3,2017-3-01,0
311840,Conselheiro Pena,2017,4,2017-4-01,1
311840,Conselheiro Pena,2017,5,2017-5-01,0
311840,Conselheiro Pena,2017,6,2017-6-01,0
311840,Conselheiro Pena,2017,7,2017-7-01,0
311840,Conselheiro Pena,2017,8,2017-8-01,0
311840,Conselheiro Pena,2017,9,2017-9-01,0
311840,Conselheiro Pena,2017,10,2017-10-01,1
311840,Conselheiro Pena,2017,11,2017-11-01,0
311840,Conselheiro Pena,2017,12,2017-12-01,0
311860,Contagem,2017,1,2017-1-01,1
311860,Contagem,2017,2,2017-2-01,4
311860,Contagem,2017,3,2017-3-01,0
311860,Contagem,2017,4,2017-4-01,1
311860,Contagem,2017,5,2017-5-01,0
311860,Contagem,2017,6,2017-6-01,0
311860,Contagem,2017,7,2017-7-01,0
311860,Contagem,2017,8,2017-8-01,1
311860,Contagem,2017,9,2017-9-01,0
311860,Contagem,2017,10,2017-10-01,0
311860,Contagem,2017,11,2017-11-01,0
311860,Contagem,2017,12,2017-12-01,0
311910,Corinto,2017,1,2017-1-01,1
311910,Corinto,2017,2,2017-2-01,0
311910,Corinto,2017,3,2017-3-01,1
311910,Corinto,2017,4,2017-4-01,0
311910,Corinto,2017,5,2017-5-01,0
311910,Corinto,2017,6,2017-6-01,0
311910,Corinto,2017,7,2017-7-01,0
311910,Corinto,2017,8,2017-8-01,0
311910,Corinto,2017,9,2017-9-01,0
311910,Corinto,2017,10,2017-10-01,0
311910,Corinto,2017,11,2017-11-01,0
311910,Corinto,2017,12,2017-12-01,0
311940,Coronel Fabriciano,2017,1,2017-1-01,4
311940,Coronel Fabriciano,2017,2,2017-2-01,0
311940,Coronel Fabriciano,2017,3,2017-3-01,0
311940,Coronel Fabriciano,2017,4,2017-4-01,0
311940,Coronel Fabriciano,2017,5,2017-5-01,0
311940,Coronel Fabriciano,2017,6,2017-6-01,0
311940,Coronel Fabriciano,2017,7,2017-7-01,0
311940,Coronel Fabriciano,2017,8,2017-8-01,0
311940,Coronel Fabriciano,2017,9,2017-9-01,0
311940,Coronel Fabriciano,2017,10,2017-10-01,0
311940,Coronel Fabriciano,2017,11,2017-11-01,0
311940,Coronel Fabriciano,2017,12,2017-12-01,0
312010,Couto de Magalhães de Minas,2017,1,2017-1-01,0
312010,Couto de Magalhães de Minas,2017,2,2017-2-01,0
312010,Couto de Magalhães de Minas,2017,3,2017-3-01,0
312010,Couto de Magalhães de Minas,2017,4,2017-4-01,1
312010,Couto de Magalhães de Minas,2017,5,2017-5-01,0
312010,Couto de Magalhães de Minas,2017,6,2017-6-01,0
312010,Couto de Magalhães de Minas,2017,7,2017-7-01,0
312010,Couto de Magalhães de Minas,2017,8,2017-8-01,0
312010,Couto de Magalhães de Minas,2017,9,2017-9-01,0
312010,Couto de Magalhães de Minas,2017,10,2017-10-01,0
312010,Couto de Magalhães de Minas,2017,11,2017-11-01,0
312010,Couto de Magalhães de Minas,2017,12,2017-12-01,0
312015,Crisólita,2017,1,2017-1-01,1
312015,Crisólita,2017,2,2017-2-01,0
312015,Crisólita,2017,3,2017-3-01,0
312015,Crisólita,2017,4,2017-4-01,0
312015,Crisólita,2017,5,2017-5-01,0
312015,Crisólita,2017,6,2017-6-01,0
312015,Crisólita,2017,7,2017-7-01,0
312015,Crisólita,2017,8,2017-8-01,0
312015,Crisólita,2017,9,2017-9-01,0
312015,Crisólita,2017,10,2017-10-01,0
312015,Crisólita,2017,11,2017-11-01,0
312015,Crisólita,2017,12,2017-12-01,0
312090,Curvelo,2017,1,2017-1-01,0
312090,Curvelo,2017,2,2017-2-01,1
312090,Curvelo,2017,3,2017-3-01,1
312090,Curvelo,2017,4,2017-4-01,0
312090,Curvelo,2017,5,2017-5-01,0
312090,Curvelo,2017,6,2017-6-01,0
312090,Curvelo,2017,7,2017-7-01,0
312090,Curvelo,2017,8,2017-8-01,0
312090,Curvelo,2017,9,2017-9-01,0
312090,Curvelo,2017,10,2017-10-01,0
312090,Curvelo,2017,11,2017-11-01,0
312090,Curvelo,2017,12,2017-12-01,0
312120,Delfinópolis,2017,1,2017-1-01,0
312120,Delfinópolis,2017,2,2017-2-01,0
312120,Delfinópolis,2017,3,2017-3-01,0
312120,Delfinópolis,2017,4,2017-4-01,0
312120,Delfinópolis,2017,5,2017-5-01,0
312120,Delfinópolis,2017,6,2017-6-01,0
312120,Delfinópolis,2017,7,2017-7-01,0
312120,Delfinópolis,2017,8,2017-8-01,0
312120,Delfinópolis,2017,9,2017-9-01,0
312120,Delfinópolis,2017,10,2017-10-01,0
312120,Delfinópolis,2017,11,2017-11-01,0
312120,Delfinópolis,2017,12,2017-12-01,1
312160,Diamantina,2017,1,2017-1-01,7
312160,Diamantina,2017,2,2017-2-01,5
312160,Diamantina,2017,3,2017-3-01,1
312160,Diamantina,2017,4,2017-4-01,0
312160,Diamantina,2017,5,2017-5-01,0
312160,Diamantina,2017,6,2017-6-01,0
312160,Diamantina,2017,7,2017-7-01,0
312160,Diamantina,2017,8,2017-8-01,0
312160,Diamantina,2017,9,2017-9-01,0
312160,Diamantina,2017,10,2017-10-01,0
312160,Diamantina,2017,11,2017-11-01,0
312160,Diamantina,2017,12,2017-12-01,0
312200,Divino,2017,1,2017-1-01,0
312200,Divino,2017,2,2017-2-01,0
312200,Divino,2017,3,2017-3-01,1
312200,Divino,2017,4,2017-4-01,0
312200,Divino,2017,5,2017-5-01,0
312200,Divino,2017,6,2017-6-01,0
312200,Divino,2017,7,2017-7-01,0
312200,Divino,2017,8,2017-8-01,0
312200,Divino,2017,9,2017-9-01,0
312200,Divino,2017,10,2017-10-01,0
312200,Divino,2017,11,2017-11-01,0
312200,Divino,2017,12,2017-12-01,0
312260,Dom Joaquim,2017,1,2017-1-01,0
312260,Dom Joaquim,2017,2,2017-2-01,0
312260,Dom Joaquim,2017,3,2017-3-01,1
312260,Dom Joaquim,2017,4,2017-4-01,0
312260,Dom Joaquim,2017,5,2017-5-01,0
312260,Dom Joaquim,2017,6,2017-6-01,0
312260,Dom Joaquim,2017,7,2017-7-01,0
312260,Dom Joaquim,2017,8,2017-8-01,0
312260,Dom Joaquim,2017,9,2017-9-01,0
312260,Dom Joaquim,2017,10,2017-10-01,0
312260,Dom Joaquim,2017,11,2017-11-01,0
312260,Dom Joaquim,2017,12,2017-12-01,0
312352,Durandé,2017,1,2017-1-01,7
312352,Durandé,2017,2,2017-2-01,1
312352,Durandé,2017,3,2017-3-01,0
312352,Durandé,2017,4,2017-4-01,0
312352,Durandé,2017,5,2017-5-01,0
312352,Durandé,2017,6,2017-6-01,0
312352,Durandé,2017,7,2017-7-01,0
312352,Durandé,2017,8,2017-8-01,0
312352,Durandé,2017,9,2017-9-01,0
312352,Durandé,2017,10,2017-10-01,0
312352,Durandé,2017,11,2017-11-01,0
312352,Durandé,2017,12,2017-12-01,0
312385,Entre Folhas,2017,1,2017-1-01,25
312385,Entre Folhas,2017,2,2017-2-01,0
312385,Entre Folhas,2017,3,2017-3-01,0
312385,Entre Folhas,2017,4,2017-4-01,0
312385,Entre Folhas,2017,5,2017-5-01,0
312385,Entre Folhas,2017,6,2017-6-01,0
312385,Entre Folhas,2017,7,2017-7-01,0
312385,Entre Folhas,2017,8,2017-8-01,0
312385,Entre Folhas,2017,9,2017-9-01,0
312385,Entre Folhas,2017,10,2017-10-01,0
312385,Entre Folhas,2017,11,2017-11-01,0
312385,Entre Folhas,2017,12,2017-12-01,1
312390,Entre Rios de Minas,2017,1,2017-1-01,1
312390,Entre Rios de Minas,2017,2,2017-2-01,0
312390,Entre Rios de Minas,2017,3,2017-3-01,0
312390,Entre Rios de Minas,2017,4,2017-4-01,0
312390,Entre Rios de Minas,2017,5,2017-5-01,0
312390,Entre Rios de Minas,2017,6,2017-6-01,0
312390,Entre Rios de Minas,2017,7,2017-7-01,0
312390,Entre Rios de Minas,2017,8,2017-8-01,0
312390,Entre Rios de Minas,2017,9,2017-9-01,0
312390,Entre Rios de Minas,2017,10,2017-10-01,0
312390,Entre Rios de Minas,2017,11,2017-11-01,0
312390,Entre Rios de Minas,2017,12,2017-12-01,0
312410,Esmeraldas,2017,1,2017-1-01,0
312410,Esmeraldas,2017,2,2017-2-01,0
312410,Esmeraldas,2017,3,2017-3-01,2
312410,Esmeraldas,2017,4,2017-4-01,1
312410,Esmeraldas,2017,5,2017-5-01,0
312410,Esmeraldas,2017,6,2017-6-01,0
312410,Esmeraldas,2017,7,2017-7-01,0
312410,Esmeraldas,2017,8,2017-8-01,0
312410,Esmeraldas,2017,9,2017-9-01,0
312410,Esmeraldas,2017,10,2017-10-01,0
312410,Esmeraldas,2017,11,2017-11-01,0
312410,Esmeraldas,2017,12,2017-12-01,0
312420,Espera Feliz,2017,1,2017-1-01,2
312420,Espera Feliz,2017,2,2017-2-01,0
312420,Espera Feliz,2017,3,2017-3-01,0
312420,Espera Feliz,2017,4,2017-4-01,0
312420,Espera Feliz,2017,5,2017-5-01,0
312420,Espera Feliz,2017,6,2017-6-01,0
312420,Espera Feliz,2017,7,2017-7-01,0
312420,Espera Feliz,2017,8,2017-8-01,0
312420,Espera Feliz,2017,9,2017-9-01,0
312420,Espera Feliz,2017,10,2017-10-01,1
312420,Espera Feliz,2017,11,2017-11-01,0
312420,Espera Feliz,2017,12,2017-12-01,0
312540,Felício dos Santos,2017,1,2017-1-01,1
312540,Felício dos Santos,2017,2,2017-2-01,0
312540,Felício dos Santos,2017,3,2017-3-01,0
312540,Felício dos Santos,2017,4,2017-4-01,0
312540,Felício dos Santos,2017,5,2017-5-01,0
312540,Felício dos Santos,2017,6,2017-6-01,0
312540,Felício dos Santos,2017,7,2017-7-01,0
312540,Felício dos Santos,2017,8,2017-8-01,0
312540,Felício dos Santos,2017,9,2017-9-01,0
312540,Felício dos Santos,2017,10,2017-10-01,0
312540,Felício dos Santos,2017,11,2017-11-01,0
312540,Felício dos Santos,2017,12,2017-12-01,0
312595,Fervedouro,2017,1,2017-1-01,0
312595,Fervedouro,2017,2,2017-2-01,0
312595,Fervedouro,2017,3,2017-3-01,0
312595,Fervedouro,2017,4,2017-4-01,1
312595,Fervedouro,2017,5,2017-5-01,0
312595,Fervedouro,2017,6,2017-6-01,0
312595,Fervedouro,2017,7,2017-7-01,0
312595,Fervedouro,2017,8,2017-8-01,0
312595,Fervedouro,2017,9,2017-9-01,0
312595,Fervedouro,2017,10,2017-10-01,0
312595,Fervedouro,2017,11,2017-11-01,0
312595,Fervedouro,2017,12,2017-12-01,0
312600,Florestal,2017,1,2017-1-01,1
312600,Florestal,2017,2,2017-2-01,0
312600,Florestal,2017,3,2017-3-01,0
312600,Florestal,2017,4,2017-4-01,0
312600,Florestal,2017,5,2017-5-01,0
312600,Florestal,2017,6,2017-6-01,0
312600,Florestal,2017,7,2017-7-01,0
312600,Florestal,2017,8,2017-8-01,0
312600,Florestal,2017,9,2017-9-01,0
312600,Florestal,2017,10,2017-10-01,0
312600,Florestal,2017,11,2017-11-01,0
312600,Florestal,2017,12,2017-12-01,0
312610,Formiga,2017,1,2017-1-01,1
312610,Formiga,2017,2,2017-2-01,0
312610,Formiga,2017,3,2017-3-01,0
312610,Formiga,2017,4,2017-4-01,0
312610,Formiga,2017,5,2017-5-01,0
312610,Formiga,2017,6,2017-6-01,0
312610,Formiga,2017,7,2017-7-01,0
312610,Formiga,2017,8,2017-8-01,0
312610,Formiga,2017,9,2017-9-01,0
312610,Formiga,2017,10,2017-10-01,0
312610,Formiga,2017,11,2017-11-01,0
312610,Formiga,2017,12,2017-12-01,0
312640,Fortuna de Minas,2017,1,2017-1-01,0
312640,Fortuna de Minas,2017,2,2017-2-01,2
312640,Fortuna de Minas,2017,3,2017-3-01,0
312640,Fortuna de Minas,2017,4,2017-4-01,0
312640,Fortuna de Minas,2017,5,2017-5-01,0
312640,Fortuna de Minas,2017,6,2017-6-01,0
312640,Fortuna de Minas,2017,7,2017-7-01,0
312640,Fortuna de Minas,2017,8,2017-8-01,0
312640,Fortuna de Minas,2017,9,2017-9-01,0
312640,Fortuna de Minas,2017,10,2017-10-01,0
312640,Fortuna de Minas,2017,11,2017-11-01,0
312640,Fortuna de Minas,2017,12,2017-12-01,0
312650,Francisco Badaró,2017,1,2017-1-01,1
312650,Francisco Badaró,2017,2,2017-2-01,0
312650,Francisco Badaró,2017,3,2017-3-01,0
312650,Francisco Badaró,2017,4,2017-4-01,0
312650,Francisco Badaró,2017,5,2017-5-01,0
312650,Francisco Badaró,2017,6,2017-6-01,0
312650,Francisco Badaró,2017,7,2017-7-01,0
312650,Francisco Badaró,2017,8,2017-8-01,0
312650,Francisco Badaró,2017,9,2017-9-01,0
312650,Francisco Badaró,2017,10,2017-10-01,0
312650,Francisco Badaró,2017,11,2017-11-01,0
312650,Francisco Badaró,2017,12,2017-12-01,0
312670,Francisco Sá,2017,1,2017-1-01,1
312670,Francisco Sá,2017,2,2017-2-01,0
312670,Francisco Sá,2017,3,2017-3-01,0
312670,Francisco Sá,2017,4,2017-4-01,0
312670,Francisco Sá,2017,5,2017-5-01,0
312670,Francisco Sá,2017,6,2017-6-01,0
312670,Francisco Sá,2017,7,2017-7-01,0
312670,Francisco Sá,2017,8,2017-8-01,0
312670,Francisco Sá,2017,9,2017-9-01,0
312670,Francisco Sá,2017,10,2017-10-01,0
312670,Francisco Sá,2017,11,2017-11-01,0
312670,Francisco Sá,2017,12,2017-12-01,0
312675,Franciscópolis,2017,1,2017-1-01,0
312675,Franciscópolis,2017,2,2017-2-01,1
312675,Franciscópolis,2017,3,2017-3-01,0
312675,Franciscópolis,2017,4,2017-4-01,0
312675,Franciscópolis,2017,5,2017-5-01,0
312675,Franciscópolis,2017,6,2017-6-01,0
312675,Franciscópolis,2017,7,2017-7-01,0
312675,Franciscópolis,2017,8,2017-8-01,0
312675,Franciscópolis,2017,9,2017-9-01,0
312675,Franciscópolis,2017,10,2017-10-01,0
312675,Franciscópolis,2017,11,2017-11-01,0
312675,Franciscópolis,2017,12,2017-12-01,0
312680,Frei Gaspar,2017,1,2017-1-01,17
312680,Frei Gaspar,2017,2,2017-2-01,1
312680,Frei Gaspar,2017,3,2017-3-01,0
312680,Frei Gaspar,2017,4,2017-4-01,0
312680,Frei Gaspar,2017,5,2017-5-01,0
312680,Frei Gaspar,2017,6,2017-6-01,0
312680,Frei Gaspar,2017,7,2017-7-01,0
312680,Frei Gaspar,2017,8,2017-8-01,0
312680,Frei Gaspar,2017,9,2017-9-01,0
312680,Frei Gaspar,2017,10,2017-10-01,0
312680,Frei Gaspar,2017,11,2017-11-01,0
312680,Frei Gaspar,2017,12,2017-12-01,1
312740,Gonçalves,2017,1,2017-1-01,1
312740,Gonçalves,2017,2,2017-2-01,0
312740,Gonçalves,2017,3,2017-3-01,0
312740,Gonçalves,2017,4,2017-4-01,0
312740,Gonçalves,2017,5,2017-5-01,0
312740,Gonçalves,2017,6,2017-6-01,0
312740,Gonçalves,2017,7,2017-7-01,0
312740,Gonçalves,2017,8,2017-8-01,0
312740,Gonçalves,2017,9,2017-9-01,0
312740,Gonçalves,2017,10,2017-10-01,0
312740,Gonçalves,2017,11,2017-11-01,0
312740,Gonçalves,2017,12,2017-12-01,0
312770,Governador Valadares,2017,1,2017-1-01,5
312770,Governador Valadares,2017,2,2017-2-01,6
312770,Governador Valadares,2017,3,2017-3-01,0
312770,Governador Valadares,2017,4,2017-4-01,2
312770,Governador Valadares,2017,5,2017-5-01,1
312770,Governador Valadares,2017,6,2017-6-01,0
312770,Governador Valadares,2017,7,2017-7-01,0
312770,Governador Valadares,2017,8,2017-8-01,0
312770,Governador Valadares,2017,9,2017-9-01,0
312770,Governador Valadares,2017,10,2017-10-01,0
312770,Governador Valadares,2017,11,2017-11-01,0
312770,Governador Valadares,2017,12,2017-12-01,0
312800,Guanhães,2017,1,2017-1-01,0
312800,Guanhães,2017,2,2017-2-01,0
312800,Guanhães,2017,3,2017-3-01,1
312800,Guanhães,2017,4,2017-4-01,0
312800,Guanhães,2017,5,2017-5-01,0
312800,Guanhães,2017,6,2017-6-01,0
312800,Guanhães,2017,7,2017-7-01,0
312800,Guanhães,2017,8,2017-8-01,0
312800,Guanhães,2017,9,2017-9-01,0
312800,Guanhães,2017,10,2017-10-01,0
312800,Guanhães,2017,11,2017-11-01,0
312800,Guanhães,2017,12,2017-12-01,0
312825,Guaraciama,2017,1,2017-1-01,0
312825,Guaraciama,2017,2,2017-2-01,1
312825,Guaraciama,2017,3,2017-3-01,0
312825,Guaraciama,2017,4,2017-4-01,0
312825,Guaraciama,2017,5,2017-5-01,0
312825,Guaraciama,2017,6,2017-6-01,0
312825,Guaraciama,2017,7,2017-7-01,0
312825,Guaraciama,2017,8,2017-8-01,0
312825,Guaraciama,2017,9,2017-9-01,0
312825,Guaraciama,2017,10,2017-10-01,0
312825,Guaraciama,2017,11,2017-11-01,0
312825,Guaraciama,2017,12,2017-12-01,0
312920,Heliodora,2017,1,2017-1-01,0
312920,Heliodora,2017,2,2017-2-01,0
312920,Heliodora,2017,3,2017-3-01,0
312920,Heliodora,2017,4,2017-4-01,1
312920,Heliodora,2017,5,2017-5-01,0
312920,Heliodora,2017,6,2017-6-01,0
312920,Heliodora,2017,7,2017-7-01,0
312920,Heliodora,2017,8,2017-8-01,0
312920,Heliodora,2017,9,2017-9-01,0
312920,Heliodora,2017,10,2017-10-01,0
312920,Heliodora,2017,11,2017-11-01,0
312920,Heliodora,2017,12,2017-12-01,0
312980,Ibirité,2017,1,2017-1-01,1
312980,Ibirité,2017,2,2017-2-01,0
312980,Ibirité,2017,3,2017-3-01,1
312980,Ibirité,2017,4,2017-4-01,0
312980,Ibirité,2017,5,2017-5-01,0
312980,Ibirité,2017,6,2017-6-01,0
312980,Ibirité,2017,7,2017-7-01,0
312980,Ibirité,2017,8,2017-8-01,0
312980,Ibirité,2017,9,2017-9-01,0
312980,Ibirité,2017,10,2017-10-01,0
312980,Ibirité,2017,11,2017-11-01,1
312980,Ibirité,2017,12,2017-12-01,0
313030,Iguatama,2017,1,2017-1-01,0
313030,Iguatama,2017,2,2017-2-01,0
313030,Iguatama,2017,3,2017-3-01,0
313030,Iguatama,2017,4,2017-4-01,1
313030,Iguatama,2017,5,2017-5-01,0
313030,Iguatama,2017,6,2017-6-01,0
313030,Iguatama,2017,7,2017-7-01,0
313030,Iguatama,2017,8,2017-8-01,0
313030,Iguatama,2017,9,2017-9-01,0
313030,Iguatama,2017,10,2017-10-01,0
313030,Iguatama,2017,11,2017-11-01,0
313030,Iguatama,2017,12,2017-12-01,0
313050,Ilicínea,2017,1,2017-1-01,0
313050,Ilicínea,2017,2,2017-2-01,0
313050,Ilicínea,2017,3,2017-3-01,0
313050,Ilicínea,2017,4,2017-4-01,1
313050,Ilicínea,2017,5,2017-5-01,0
313050,Ilicínea,2017,6,2017-6-01,0
313050,Ilicínea,2017,7,2017-7-01,0
313050,Ilicínea,2017,8,2017-8-01,0
313050,Ilicínea,2017,9,2017-9-01,0
313050,Ilicínea,2017,10,2017-10-01,0
313050,Ilicínea,2017,11,2017-11-01,0
313050,Ilicínea,2017,12,2017-12-01,0
313055,Imbé de Minas,2017,1,2017-1-01,34
313055,Imbé de Minas,2017,2,2017-2-01,2
313055,Imbé de Minas,2017,3,2017-3-01,0
313055,Imbé de Minas,2017,4,2017-4-01,0
313055,Imbé de Minas,2017,5,2017-5-01,0
313055,Imbé de Minas,2017,6,2017-6-01,0
313055,Imbé de Minas,2017,7,2017-7-01,0
313055,Imbé de Minas,2017,8,2017-8-01,0
313055,Imbé de Minas,2017,9,2017-9-01,0
313055,Imbé de Minas,2017,10,2017-10-01,0
313055,Imbé de Minas,2017,11,2017-11-01,0
313055,Imbé de Minas,2017,12,2017-12-01,6
313060,Inconfidentes,2017,1,2017-1-01,0
313060,Inconfidentes,2017,2,2017-2-01,0
313060,Inconfidentes,2017,3,2017-3-01,0
313060,Inconfidentes,2017,4,2017-4-01,0
313060,Inconfidentes,2017,5,2017-5-01,0
313060,Inconfidentes,2017,6,2017-6-01,0
313060,Inconfidentes,2017,7,2017-7-01,0
313060,Inconfidentes,2017,8,2017-8-01,0
313060,Inconfidentes,2017,9,2017-9-01,0
313060,Inconfidentes,2017,10,2017-10-01,0
313060,Inconfidentes,2017,11,2017-11-01,1
313060,Inconfidentes,2017,12,2017-12-01,0
313065,Indaiabira,2017,1,2017-1-01,0
313065,Indaiabira,2017,2,2017-2-01,0
313065,Indaiabira,2017,3,2017-3-01,1
313065,Indaiabira,2017,4,2017-4-01,0
313065,Indaiabira,2017,5,2017-5-01,0
313065,Indaiabira,2017,6,2017-6-01,0
313065,Indaiabira,2017,7,2017-7-01,0
313065,Indaiabira,2017,8,2017-8-01,0
313065,Indaiabira,2017,9,2017-9-01,0
313065,Indaiabira,2017,10,2017-10-01,0
313065,Indaiabira,2017,11,2017-11-01,0
313065,Indaiabira,2017,12,2017-12-01,0
313090,Inhapim,2017,1,2017-1-01,6
313090,Inhapim,2017,2,2017-2-01,0
313090,Inhapim,2017,3,2017-3-01,0
313090,Inhapim,2017,4,2017-4-01,0
313090,Inhapim,2017,5,2017-5-01,0
313090,Inhapim,2017,6,2017-6-01,0
313090,Inhapim,2017,7,2017-7-01,0
313090,Inhapim,2017,8,2017-8-01,0
313090,Inhapim,2017,9,2017-9-01,0
313090,Inhapim,2017,10,2017-10-01,0
313090,Inhapim,2017,11,2017-11-01,0
313090,Inhapim,2017,12,2017-12-01,1
313115,Ipaba,2017,1,2017-1-01,1
313115,Ipaba,2017,2,2017-2-01,0
313115,Ipaba,2017,3,2017-3-01,0
313115,Ipaba,2017,4,2017-4-01,0
313115,Ipaba,2017,5,2017-5-01,0
313115,Ipaba,2017,6,2017-6-01,0
313115,Ipaba,2017,7,2017-7-01,0
313115,Ipaba,2017,8,2017-8-01,0
313115,Ipaba,2017,9,2017-9-01,0
313115,Ipaba,2017,10,2017-10-01,0
313115,Ipaba,2017,11,2017-11-01,0
313115,Ipaba,2017,12,2017-12-01,0
313120,Ipanema,2017,1,2017-1-01,25
313120,Ipanema,2017,2,2017-2-01,1
313120,Ipanema,2017,3,2017-3-01,0
313120,Ipanema,2017,4,2017-4-01,0
313120,Ipanema,2017,5,2017-5-01,0
313120,Ipanema,2017,6,2017-6-01,0
313120,Ipanema,2017,7,2017-7-01,0
313120,Ipanema,2017,8,2017-8-01,0
313120,Ipanema,2017,9,2017-9-01,0
313120,Ipanema,2017,10,2017-10-01,0
313120,Ipanema,2017,11,2017-11-01,0
313120,Ipanema,2017,12,2017-12-01,2
313130,Ipatinga,2017,1,2017-1-01,13
313130,Ipatinga,2017,2,2017-2-01,1
313130,Ipatinga,2017,3,2017-3-01,2
313130,Ipatinga,2017,4,2017-4-01,0
313130,Ipatinga,2017,5,2017-5-01,0
313130,Ipatinga,2017,6,2017-6-01,0
313130,Ipatinga,2017,7,2017-7-01,0
313130,Ipatinga,2017,8,2017-8-01,0
313130,Ipatinga,2017,9,2017-9-01,1
313130,Ipatinga,2017,10,2017-10-01,0
